ID,new ID,Année,Num étape officiel,Num étape id,Nom étape,Ville départ,Pays départ,coordonnées départ,Ville arrivée,Pays Arrivée,Coordonnées Arrivée,km
E-1996-3,E-1996-3,1996,3,3,Wasquehal - Nogent-sur-Oise,Wasquehal,France,"50.669276,3.130782",Nogent-sur-Oise,France,"49.278948,2.464688",195
E-1996-4,E-1996-4,1996,4,4,Soissons - Lac de Madine,Soissons,France,"49.376636,3.32342",Lac de Madine,France,"48.921618,5.736175",232
E-1996-5,E-1996-5,1996,5,5,Lac de Madine - Besançon,Lac de Madine,France,"48.921618,5.736175",Besançon,France,"47.237829,6.024054",232
E-1996-6,E-1996-6,1996,6,6,Arc-et-Senans - Aix-les-Bains,Arc-et-Senans,France,"47.032958,5.781165",Aix-les-Bains,France,"45.692341,5.908998",207
E-1996-7,E-1996-7,1996,7,7,Chambéry - Les Arcs (Savoie),Chambéry,France,"45.564601,5.917781","Les Arcs, Bourg-Saint-Maurice",France,"45.594058,6.796495",200
E-1996-8,E-1996-8,1996,8,8,Bourg-Saint-Maurice - Val-d'Isère,Bourg-Saint-Maurice,France,"45.618598,6.769548",Val-d'Isère,France,"45.448034,6.980226",30.5
E-1996-9,E-1996-9,1996,9,9,Le Monêtier-les-Bains - Sestrières (Ita.),Le Monêtier-les-Bains,France,"44.976254,6.507839",Sestrières,Italie,"44.9565,6.879234",46
E-1996-10,E-1996-10,1996,10,10,Turin - Gap,Turin,Italie,"45.070982,7.685676",Gap,France,"44.559638,6.079758",208.5
E-1996-11,E-1996-11,1996,11,11,Gap - Valence,Gap,France,"44.559638,6.079758",Valence,France,"44.933393,4.89236",202
E-1996-12,E-1996-12,1996,12,12,Valence - Le Puy-en-Velay,Valence,France,"44.933393,4.89236",Le Puy-en-Velay,France,"45.042768,3.882936",143.5
E-1996-13,E-1996-13,1996,13,13,Le Puy-en-Velay - Super Besse,Le Puy-en-Velay,France,"45.042768,3.882936",Super Besse,France,"45.508022,2.861518",177
E-1996-14,E-1996-14,1996,14,14,Besse-Tulle,Besse-en-Chandesse,France,"45.510908,2.933859",Tulle,France,"45.26565,1.771697",185
E-1996-15,E-1996-15,1996,15,15,Brive - Villeneuve-sur-Lot,Brive,France,"45.159555,1.533937",Villeneuve-sur-Lot,France,"44.407126,0.703561",176
E-1996-16,E-1996-16,1996,16,16,Agen - Lourdes-Hautacam,Agen,France,"44.203142,0.616363",Hautacam,France,"42.972222,-0.0075",199
E-1996-17,E-1996-17,1996,17,17,Argelès-Gazost - Pampelune,Argelès-Gazost,France,"43.005028,-0.101087",Pampelune,Espagne,"42.811663,-1.648265",262
E-1996-18,E-1996-18,1996,18,18,Pampelune - Hendaye,Pampelune,Espagne,"42.811663,-1.648265",Hendaye,France,"43.359399,-1.766148",154.5
E-1996-19,E-1996-19,1996,19,19,Hendaye - Bordeaux,Hendaye,France,"43.359399,-1.766148",Bordeaux,France,"44.837789,-0.57918",226.5
E-1996-20,E-1996-20,1996,20,20,Bordeaux - Saint-Émilion,Bordeaux,France,"44.837789,-0.57918",Saint-Émilion,France,"44.894387,-0.155729",63.5
E-1996-21,E-1996-21,1996,21,21,Palaiseau - Paris,Palaiseau,France,"48.714509,2.245748",Paris,France,"48.856614,2.352222",147.5
E-1995-Prologue,E-1995-0,1995,Prologue,0,Saint-Brieuc,Saint-Brieuc,France,"48.51418,-2.765835",Saint-Brieuc,France,"48.51418,-2.765835",7.3
E-1995-1,E-1995-1,1995,1,1,Dinan - Lannion,Dinan,France,"48.454366,-2.047327",Lannion,France,"48.732084,-3.459144",233.5
E-1995-2,E-1995-2,1995,2,2,Perros-Guirec - Vitré,Perros-Guirec,France,"48.815456,-3.444943",Vitré,France,"48.124746,-1.21543",235.5
E-1995-3,E-1995-3,1995,3,3,Mayenne - Alençon,Mayenne,France,"48.306124,-0.620935",Alençon,France,"48.432856,0.091266",67
E-1995-4,E-1995-4,1995,4,4,Alençon - Le Havre,Alençon,France,"48.432856,0.091266",Le Havre,France,"49.49437,0.107929",162
E-1995-5,E-1995-5,1995,5,5,Fecamp - Dunkerque,Fecamp,France,"49.755601,0.380774",Dunkerque,France,"51.03456,2.375202",261
E-1995-6,E-1995-6,1995,6,6,Dunkerque - Charleroi,Dunkerque,France,"51.03456,2.375202",Charleroi,Belgique,"50.41081,4.444643",202
E-1995-7,E-1995-7,1995,7,7,Charleroi - Liège,Charleroi,Belgique,"50.41081,4.444643",Liège,Belgique,"50.632557,5.579666",203
E-1995-8,E-1995-8,1995,8,8,Huy - Seraing,Huy,Belgique,"50.518715,5.239666",Seraing,Belgique,"50.583333,5.5",54
E-1995-9,E-1995-9,1995,9,9,Le Grand-Bornand - La Plagne,Le Grand-Bornand,France,"45.942027,6.426699",La Plagne,France,"45.509874,6.659294",160
E-1995-10,E-1995-10,1995,10,10,Aime - L’Alpe d’Huez,Aime,France,"45.555982,6.652126",L’Alpe d’Huez,France,"45.092624,6.068348",162.5
E-1995-11,E-1995-11,1995,11,11,Le Bourg-d'Oisans - Saint-Étienne,Le Bourg-d'Oisans,France,"45.051951,6.030064",Saint-Étienne,France,"45.439695,4.387178",199
E-1995-12,E-1995-12,1995,12,12,Saint-Étienne - Mende,Saint-Étienne,France,"45.439695,4.387178",Mende,France,"44.517611,3.501873",222.5
E-1995-13,E-1995-13,1995,13,13,Mende - Revel,Mende,France,"44.517611,3.501873",Revel,France,"43.458611,2.004573",245
E-1995-14,E-1995-14,1995,14,14,Saint-Orens - Guzet-neige,Saint-Orens,France,"43.713938,0.907853",Guzet-neige,France,"42.779877,1.299708",164
E-1995-15,E-1995-15,1995,15,15,Saint-Girons - Cauterets,Saint-Girons,France,"42.982876,1.146088",Cauterets,France,"42.889054,-0.114246",206
E-1995-16,E-1995-16,1995,16,16,Tarbes - Pau,Tarbes,France,"43.232951,0.078082",Pau,France,"43.2951,-0.370797",149
E-1995-17,E-1995-17,1995,17,17,Pau - Bordeaux,Pau,France,"43.2951,-0.370797",Bordeaux,France,"44.837789,-0.57918",246
E-1995-18,E-1995-18,1995,18,18,Montpon-Ménestérol - Limoges,Montpon-Ménestérol,France,"45.009274,0.162",Limoges,France,"45.833619,1.261105",166.5
E-1995-19,E-1995-19,1995,19,19,Lac de Vassivière,Lac de Vassivière,France,"45.791652,1.87608",Lac de Vassivière,France,"45.791652,1.87608",46.5
E-1995-20,E-1995-20,1995,20,20,Sainte-Geneviève-des-Bois - Paris,Sainte-Geneviève-des-Bois,France,"48.642943,2.326838",Paris,France,"48.856614,2.352222",155
E-1994-Prologue,E-1994-0,1994,Prologue,0,Lille,Lille,France,"50.62925,3.057256",Lille,France,"50.62925,3.057256",7.2
E-1994-1,E-1994-1,1994,1,1,Lille - Armentières,Lille,France,"50.62925,3.057256",Armentières,France,"50.691652,2.884218",234
E-1994-2,E-1994-2,1994,2,2,Roubaix - Boulogne-sur-Mer,Roubaix,France,"50.692705,3.177847",Boulogne-sur-Mer,France,"50.725231,1.613334",203.5
E-1994-3,E-1994-3,1994,3,3,Calais - Coquelles,Calais,France,"50.95129,1.858686",Coquelles,France,"50.936417,1.799951",66.5
E-1994-4,E-1994-4,1994,4,4,Douvres - Brighton,Douvres,Grande-Bretagne,"51.126371,1.316198",Brighton,Grande-Bretagne,"50.82253,-0.137163",204.5
E-1994-5,E-1994-5,1994,5,5,Portsmouth - Portsmouth,Portsmouth,Grande-Bretagne,"50.816667,-1.083333",Portsmouth,Grande-Bretagne,"50.816667,-1.083333",187
E-1994-6,E-1994-6,1994,6,6,Cherbourg - Rennes,Cherbourg,France,"49.639093,-1.625298",Rennes,France,"48.113475,-1.675708",270.5
E-1994-7,E-1994-7,1994,7,7,Rennes - Futuroscope,Rennes,France,"48.113475,-1.675708","Futuroscope, Poitiers",France,"
46.66680,0.36762",203
E-1994-8,E-1994-8,1994,8,8,Poitiers - Trélissac,Poitiers,France,"46.580224,0.340375",Trélissac,France,"45.196131,0.77911",218.5
E-1994-9,E-1994-9,1994,9,9,Périgueux - Bergerac,Périgueux,France,"45.184029,0.721115",Bergerac,France,"44.853806,0.483392",64
E-1994-10,E-1994-10,1994,10,10,Bergerac - Cahors,Bergerac,France,"44.853806,0.483392",Cahors,France,"44.447523,1.441989",160.5
E-1994-11,E-1994-11,1994,11,11,Cahors - Lourdes-Hautacam,Cahors,France,"44.447523,1.441989",Hautacam,France,"42.972222,-0.0075",263.5
E-1994-12,E-1994-12,1994,12,12,Lourdes - Luz-Ardiden,Lourdes,France,"43.091463,-0.045726",Luz-Ardiden,France,"42.885105,-0.061335",204.5
E-1994-13,E-1994-13,1994,13,13,Bagnères-de-Bigorre - Albi,Bagnères-de-Bigorre,France,"43.065093,0.149105",Albi,France,"43.926896,2.146343",223
E-1994-14,E-1994-14,1994,14,14,Castres - Montpellier,Castres,France,"43.606214,2.241295",Montpellier,France,"43.610769,3.876716",202
E-1994-15,E-1994-15,1994,15,15,Montpellier - Carpentras,Montpellier,France,"43.610769,3.876716",Carpentras,France,"44.055564,5.048722",231
E-1994-16,E-1994-16,1994,16,16,Valréas - L'Alpe-d'Huez,Valréas,France,"44.383724,4.989187",L’Alpe d’Huez,France,"45.092624,6.068348",224.5
E-1994-17,E-1994-17,1994,17,17,Bourg-d'Oisans - Val-Thorens,Le Bourg-d'Oisans,France,"45.051951,6.030064",Val-Thorens,France,"45.296603,6.584663",149
E-1994-18,E-1994-18,1994,18,18,Moûtiers - Cluses,Moûtiers,France,"45.484615,6.529926",Cluses,France,"46.06039,6.580582",174.5
E-1994-19,E-1994-19,1994,19,19,Cluses - Avoriaz,Cluses,France,"46.06039,6.580582",Avoriaz,France,"46.189683,6.776343",46.5
E-1994-20,E-1994-20,1994,20,20,Morzine - Lac Saint-Point,Morzine,France,"46.179192,6.708877",Lac Saint-Point,France,"46.827822,6.325603",208.5
E-1994-21,E-1994-21,1994,21,21,Disneyland Paris - Paris,Marne-la-Vallée,France,"48.859276,2.598505",Paris,France,"48.856614,2.352222",175
E-1993-Prologue,E-1993-0,1993,Prologue,0,Puy du Fou,Les Epesses,France,"46.884536,-0.899612",Les Epesses,France,"46.884536,-0.899612",6.8
E-1993-1,E-1993-1,1993,1,1,Luçon - Les Sables-d'Olonne,Luçon,France,"46.454772,-1.167062",Les Sables-d'Olonne,France,"46.492958,-1.795493",215
E-1993-2,E-1993-2,1993,2,2,Les Sables-d'Olonne - Vannes,Les Sables-d'Olonne,France,"46.492958,-1.795493",Vannes,France,"47.658236,-2.760847",203.5
E-1993-3,E-1993-3,1993,3,3,Vannes - Dinard,Vannes,France,"47.658236,-2.760847",Dinard,France,"48.633024,-2.055125",189.5
E-1993-4,E-1993-4,1993,4,4,Dinard - Avranches,Dinard,France,"48.633024,-2.055125",Avranches,France,"48.686843,-1.36166",81
E-1993-5,E-1993-5,1993,5,5,Avranches - Évreux,Avranches,France,"48.686843,-1.36166",Évreux,France,"49.027013,1.151361",225.5
E-1993-6,E-1993-6,1993,6,6,Évreux - Amiens,Évreux,France,"49.027013,1.151361",Amiens,France,"49.894067,2.295753",158
E-1993-7,E-1993-7,1993,7,7,Péronne - Châlons-sur-Marne,Péronne,France,"49.933071,2.933353",Châlons-en-Champagne,France,"48.956682,4.363073",199
E-1993-8,E-1993-8,1993,8,8,Châlons-sur-Marne - Verdun,Châlons-en-Champagne,France,"48.956682,4.363073",Verdun,France,"49.15894,5.386757",184.5
E-1993-9,E-1993-9,1993,9,9,Lac de Madine,Lac de Madine,France,"48.921618,5.736175",Lac de Madine,France,"48.921618,5.736175",59
E-1993-10,E-1993-10,1993,10,10,Villard-de-Lans - Serre Chevalier ,Villard-de-Lans,France,"45.070641,5.55227",Serre Chevalier,France,"44.910829,6.549748",203
E-1993-11,E-1993-11,1993,11,11,Serre Chevalier - Isola 2000,Serre Chevalier,France,"44.910829,6.549748",Isola 2000,France,"44.18571,7.15922",180
E-1993-12,E-1993-12,1993,12,12,Isola 2000 - Marseille,Isola 2000,France,"44.18571,7.15922",Marseille,France,"43.296482,5.36978",286.5
E-1993-13,E-1993-13,1993,13,13,Marseille - Montpellier,Marseille,France,"43.296482,5.36978",Montpellier,France,"43.610769,3.876716",181.5
E-1993-14,E-1993-14,1993,14,14,Montpellier - Perpignan,Montpellier,France,"43.610769,3.876716",Perpignan,France,"42.698684,2.895872",223
E-1993-15,E-1993-15,1993,15,15,Perpignan - Andorre-Pal,Perpignan,France,"42.698684,2.895872",Pal,Andorre,"42.54487,1.47520
",231.5
E-1993-16,E-1993-16,1993,16,16,Andorre - Saint-Lary-Soulan,Andorre-la-Vieille,Andorre,"42.506285,1.521801","Pla d'Adet, Saint-Lary-Soulan",France,"42.812512,0.295192",224.5
E-1993-17,E-1993-17,1993,17,17,Tarbes - Pau,Tarbes,France,"43.232951,0.078082",Pau,France,"43.2951,-0.370797",190
E-1993-18,E-1993-18,1993,18,18,Orthez - Bordeaux,Orthez,France,"43.48756,-0.773928",Bordeaux,France,"44.837789,-0.57918",174.5
E-1993-19,E-1993-19,1993,19,19,Brétigny-sur-Orge - Montlhéry,Brétigny-sur-Orge,France,"48.611486,2.30604",Montlhéry,France,"48.638324,2.271502",48
E-1993-20,E-1993-20,1993,20,20,Viry-Châtillon - Paris,Viry-Châtillon,France,"48.666218,2.375902",Paris,France,"48.856614,2.352222",196.5
E-1992-Prologue,E-1992-0,1992,Prologue,0,Saint-Sébastien,Saint-Sébastien,Espagne,"43.321662,-1.984993",Saint-Sébastien,Espagne,"43.321662,-1.984993",8
E-1992-1,E-1992-1,1992,1,1,Saint-Sébastien - Saint-Sébastien  ,Saint-Sébastien,Espagne,"43.321662,-1.984993",Saint-Sébastien,Espagne,"43.321662,-1.984993",194.5
E-1992-2,E-1992-2,1992,2,2,Saint-Sébastien - Pau  ,Saint-Sébastien,Espagne,"43.321662,-1.984993",Pau,France,"43.2951,-0.370797",255
E-1992-3,E-1992-3,1992,3,3,Pau - Bordeaux,Pau,France,"43.2951,-0.370797",Bordeaux,France,"44.837789,-0.57918",218
E-1992-4,E-1992-4,1992,4,4,Libourne - Libourne,Libourne,France,"44.912998,-0.243985",Libourne,France,"44.912998,-0.243985",63.5
E-1992-5,E-1992-5,1992,5,5,Nogent-sur-Oise - Wasquehal,Nogent-sur-Oise,France,"49.278948,2.464688",Wasquehal,France,"50.669276,3.130782",196
E-1992-6,E-1992-6,1992,6,6,Roubaix - Bruxelles,Roubaix,France,"50.692705,3.177847",Bruxelles,Belgique,"50.85034,4.35171",167
E-1992-7,E-1992-7,1992,7,7,Bruxelles - Valkenburg,Bruxelles,Belgique,"50.85034,4.35171",Valkenburg,Pays-Bas,"50.863796,5.833991",196.5
E-1992-8,E-1992-8,1992,8,8,Valkenburg - Coblence,Valkenburg,Pays-Bas,"50.863796,5.833991",Coblence,Allemagne,"50.360025,7.589907",206.5
E-1992-9,E-1992-9,1992,9,9,Luxembourg - Luxembourg,Luxembourg,Luxembourg,"49.61162,6.13193",Luxembourg,Luxembourg,"49.61162,6.13193",65
E-1992-10,E-1992-10,1992,10,10,Luxembourg - Strasbourg,Luxembourg,Luxembourg,"49.61162,6.13193",Strasbourg,France,"48.583148,7.747882",217
E-1992-11,E-1992-11,1992,11,11,Strasbourg - Mulhouse  ,Strasbourg,France,"48.583148,7.747882",Mulhouse,France,"47.750839,7.335888",249.5
E-1992-12,E-1992-12,1992,12,12,Dole - Saint-Gervais-Mont Blanc  ,Dole,France,"47.09534,5.49081",Saint-Gervais,France,"45.892013,6.712187",267.5
E-1992-13,E-1992-13,1992,13,13,Saint-Gervais - Sestrières (Ita.),Saint-Gervais,France,"45.892013,6.712187",Sestrières,Italie,"44.9565,6.879234",254.5
E-1992-14,E-1992-14,1992,14,14,Sestrières - L’Alpe d’Huez  ,Sestrières,Italie,"44.9565,6.879234",L’Alpe d’Huez,France,"45.092624,6.068348",186.5
E-1992-15,E-1992-15,1992,15,15,Le Bourg-d'Oisans - Saint-Étienne  ,Le Bourg-d'Oisans,France,"45.051951,6.030064",Saint-Étienne,France,"45.439695,4.387178",198
E-1992-16,E-1992-16,1992,16,16,Saint-Étienne - La Bourboule  ,Saint-Étienne,France,"45.439695,4.387178",La Bourboule,France,"45.587241,2.738992",212
E-1992-17,E-1992-17,1992,17,17,La Bourboule - Montluçon,La Bourboule,France,"45.587241,2.738992",Montluçon,France,"46.339966,2.606645",189
E-1992-18,E-1992-18,1992,18,18,Montluçon - Tours,Montluçon,France,"46.339966,2.606645",Tours,France,"47.394144,0.68484",212
E-1992-19,E-1992-19,1992,19,19,Tours - Blois,Tours,France,"47.394144,0.68484",Blois,France,"47.587952,1.336272",64
E-1992-20,E-1992-20,1992,20,20,Blois - Nanterre,Blois,France,"47.587952,1.336272",Nanterre,France,"48.892423,2.215331",222
E-1992-21,E-1992-21,1992,21,21,La Défense - Paris,La Défense,France,"48.889736,2.241843",Paris,France,"48.856614,2.352222",175
E-1991-Prologue,E-1991-0,1991,Prologue,0,Lyon,Lyon,France,"45.764043,4.835659",Lyon,France,"45.764043,4.835659",5.4
E-1991-1,E-1991-1,1991,1,1,Lyon - Lyon,Lyon,France,"45.764043,4.835659",Lyon,France,"45.764043,4.835659",114.5
E-1991-2,E-1991-2,1991,2,2,Bron - Chassieu,Bron,France,"45.733316,4.911927",Chassieu,France,"45.743527,4.971918",36.5
E-1991-3,E-1991-3,1991,3,3,Villeurbanne - Dijon,Villeurbanne,France,"45.771944,4.890171",Dijon,France,"47.322047,5.04148",210.5
E-1991-4,E-1991-4,1991,4,4,Dijon - Reims,Dijon,France,"47.322047,5.04148",Reims,France,"49.258329,4.031696",286
E-1991-5,E-1991-5,1991,5,5,Reims - Valenciennes,Reims,France,"49.258329,4.031696",Valenciennes,France,"50.357113,3.518332",149.5
E-1991-6,E-1991-6,1991,6,6,Arras - Le Havre,Arras,France,"50.291002,2.777535",Le Havre,France,"49.49437,0.107929",259
E-1991-7,E-1991-7,1991,7,7,Le Havre - Argentan,Le Havre,France,"49.49437,0.107929",Argentan,France,"48.744001,-0.016566",196.5
E-1991-8,E-1991-8,1991,8,8,Argentan - Alençon,Argentan,France,"48.744001,-0.016566",Alençon,France,"48.432856,0.091266",73
E-1991-9,E-1991-9,1991,9,9,Alençon - Rennes,Alençon,France,"48.432856,0.091266",Rennes,France,"48.113475,-1.675708",161
E-1991-10,E-1991-10,1991,10,10,Rennes - Quimper,Rennes,France,"48.113475,-1.675708",Quimper,France,"47.997542,-4.097899",207.5
E-1991-11,E-1991-11,1991,11,11,Quimper - Saint-Herblain,Quimper,France,"47.997542,-4.097899",Saint-Herblain,France,"47.210335,-1.651444",246
E-1991-12,E-1991-12,1991,12,12,Pau - Jaca,Pau,France,"43.2951,-0.370797",Jaca,Espagne,"42.571717,-0.547055",192
E-1991-13,E-1991-13,1991,13,13,Jaca - Val-Louron,Jaca,Espagne,"42.571717,-0.547055","Val-Louron, Génos",France,"42.79097,0.389625",232
E-1991-14,E-1991-14,1991,14,14,Saint-Gaudens - Castres,Saint-Gaudens,France,"43.106895,0.723763",Castres,France,"43.606214,2.241295",172.5
E-1991-15,E-1991-15,1991,15,15,Albi - Alès,Albi,France,"43.926896,2.146343",Alès,France,"44.127204,4.083352",235
E-1991-16,E-1991-16,1991,16,16,Alès - Gap,Alès,France,"44.127204,4.083352",Gap,France,"44.559638,6.079758",215
E-1991-17,E-1991-17,1991,17,17,Gap - L’Alpe d’Huez,Gap,France,"44.559638,6.079758",L’Alpe d’Huez,France,"45.092624,6.068348",125
E-1991-18,E-1991-18,1991,18,18,Le Bourg-d'Oisans - Morzine,Le Bourg-d'Oisans,France,"45.051951,6.030064",Morzine,France,"46.179192,6.708877",255
E-1991-19,E-1991-19,1991,19,19,Morzine - Aix-les-Bains,Morzine,France,"46.179192,6.708877",Aix-les-Bains,France,"45.692341,5.908998",177
E-1991-20,E-1991-20,1991,20,20,Aix-les-Bains - Mâcon,Aix-les-Bains,France,"45.692341,5.908998",Mâcon,France,"46.306884,4.828731",160
E-1991-21,E-1991-21,1991,21,21,Lugny - Mâcon,Lugny,France,"46.471672,4.80982",Mâcon,France,"46.306884,4.828731",57
E-1991-22,E-1991-22,1991,22,22,Melun - Paris,Melun,France,"48.542105,2.6554",Paris,France,"48.856614,2.352222",178
E-1989-Prologue,E-1989-0,1989,Prologue,0,Luxembourg,Luxembourg,Luxembourg,"49.61162,6.13193",Luxembourg,Luxembourg,"49.61162,6.13193",7.8
E-1989-1,E-1989-1,1989,1,1,Luxembourg - Luxembourg,Luxembourg,Luxembourg,"49.61162,6.13193",Luxembourg,Luxembourg,"49.61162,6.13193",135.5
E-1989-2,E-1989-2,1989,2,2,Luxembourg,Luxembourg,Luxembourg,"49.61162,6.13193",Luxembourg,Luxembourg,"49.61162,6.13193",46
E-1989-3,E-1989-3,1989,3,3,Luxembourg - Spa-Francorchamps,Luxembourg,Luxembourg,"49.61162,6.13193",Francorchamps,Belgique,"50.43772,5.971528",241
E-1989-4,E-1989-4,1989,4,4,Liège - Wasquehal,Liège,Belgique,"50.632557,5.579666",Wasquehal,France,"50.669276,3.130782",255
E-1989-5,E-1989-5,1989,5,5,Dinard - Rennes,Dinard,France,"48.633024,-2.055125",Rennes,France,"48.113475,-1.675708",73
E-1989-6,E-1989-6,1989,6,6,Rennes - Futuroscope,Rennes,France,"48.113475,-1.675708","Futuroscope, Poitiers",France,"46.66680,0.36762",259
E-1989-7,E-1989-7,1989,7,7,Poitiers - Bordeaux,Poitiers,France,"46.580224,0.340375",Bordeaux,France,"44.837789,-0.57918",258.5
E-1989-8,E-1989-8,1989,8,8,Labastide-d'Armagnac - Pau,Labastide-d'Armagnac,France,"43.969386,-0.18562",Pau,France,"43.2951,-0.370797",157
E-1989-9,E-1989-9,1989,9,9,Pau - Cauterets-Cambasque,Pau,France,"43.2951,-0.370797",Cauterets Cambasque,France,"42.888535,-0.114153",147
E-1989-10,E-1989-10,1989,10,10,Cauterets - Superbagnères  ,Cauterets,France,"42.889054,-0.114246",Superbagnères,France,"42.768576,0.576927",136
E-1989-11,E-1989-11,1989,11,11,Luchon - Blagnac,Luchon,France,"42.788963,0.592943",Blagnac,France,"43.635087,1.39703",158.5
E-1989-12,E-1989-12,1989,12,12,Toulouse - Montpellier,Toulouse,France,"43.604652,1.444209",Montpellier,France,"43.610769,3.876716",242
E-1989-13,E-1989-13,1989,13,13,Montpellier - Marseille,Montpellier,France,"43.610769,3.876716",Marseille,France,"43.296482,5.36978",179
E-1989-14,E-1989-14,1989,14,14,Marseille - Gap  ,Marseille,France,"43.296482,5.36978",Gap,France,"44.559638,6.079758",240
E-1989-15,E-1989-15,1989,15,15,Gap - Orcières-Merlette  ,Gap,France,"44.559638,6.079758",Orcières-Merlette,France,"44.695221,6.320161",39
E-1989-16,E-1989-16,1989,16,16,Gap - Briançon ,Gap,France,"44.559638,6.079758",Briançon,France,"44.899416,6.643179",175
E-1989-17,E-1989-17,1989,17,17,Briançon - L’Alpe d’Huez  ,Briançon,France,"44.899416,6.643179",L’Alpe d’Huez,France,"45.092624,6.068348",165
E-1989-18,E-1989-18,1989,18,18,Le Bourg-d'Oisans - Villard-de-Lans  ,Le Bourg-d'Oisans,France,"45.051951,6.030064",Villard-de-Lans,France,"45.070641,5.55227",91.5
E-1989-19,E-1989-19,1989,19,19,Villard-de-Lans - Aix-les-Bains  ,Villard-de-Lans,France,"45.070641,5.55227",Aix-les-Bains,France,"45.692341,5.908998",125
E-1989-20,E-1989-20,1989,20,20,Aix-les-Bains - L'Isle-d'Abeau,Aix-les-Bains,France,"45.692341,5.908998",L'Isle-d'Abeau,France,"45.623157,5.230115",130
E-1989-21,E-1989-21,1989,21,21,Versailles - Paris,Versailles,France,"48.801408,2.130122",Paris,France,"48.856614,2.352222",24.5
E-1988-Préface,E-1988-1,1988,Préface,1,Pornichet - La Baule,Pornichet,France,"47.263426,-2.340571",La Baule,France,"47.285448,-2.393236",1
E-1988-1,E-1988-2,1988,1,2,Pontchâteau - Machecoul,Pontchâteau,France,"47.436929,-2.089536",Machecoul,France,"46.992283,-1.817202",91.5
E-1988-2,E-1988-3,1988,2,3,La Haie-Fouassière - Ancenis,La Haie-Fouassière,France,"47.1556,-1.399547",Ancenis,France,"47.365464,-1.177491",48
E-1988-3,E-1988-4,1988,3,4,Nantes - Le Mans,Nantes,France,"47.218371,-1.553621",Le Mans,France,"48.00611,0.199556",213.5
E-1988-4,E-1988-5,1988,4,5,Le Mans - Évreux,Le Mans,France,"48.00611,0.199556",Évreux,France,"49.027013,1.151361",158
E-1988-5,E-1988-6,1988,5,6,Neufchâtel-en-Bray - Liévin,Neufchâtel-en-Bray,France,"49.732771,1.441891",Liévin,France,"50.417921,2.775222",147.5
E-1988-6,E-1988-7,1988,6,7,Liévin - Wasquehal,Liévin,France,"50.417921,2.775222",Wasquehal,France,"50.669276,3.130782",52
E-1988-7,E-1988-8,1988,7,8,Wasquehal - Reims,Wasquehal,France,"50.669276,3.130782",Reims,France,"49.258329,4.031696",225.5
E-1988-8,E-1988-9,1988,8,9,Reims - Nancy,Reims,France,"49.258329,4.031696",Nancy,France,"48.692054,6.184417",219
E-1988-9,E-1988-10,1988,9,10,Nancy - Strasbourg,Nancy,France,"48.692054,6.184417",Strasbourg,France,"48.583148,7.747882",160.5
E-1988-10,E-1988-11,1988,10,11,Belfort - Besançon,Belfort,France,"47.639674,6.863849",Besançon,France,"47.237829,6.024054",149.5
