ID,new ID,Année,Num étape officiel,Num étape id,Nom étape,Ville départ,Pays départ,coordonnées départ,Ville arrivée,Pays Arrivée,Coordonnées Arrivée,km
E-1977-14,E-1977-17,1977,14,17,Besançon - Thonon-les-Bains,Besançon,France,"47.237829,6.024054",Thonon-les-Bains,France,"46.373565,6.477635",230
E-1977-15a,E-1977-18,1977,15a,18,Thonon-les-Bains - Morzine,Thonon-les-Bains,France,"46.373565,6.477635",Morzine,France,"46.179192,6.708877",105
E-1977-15b,E-1977-19,1977,15b,19,Morzine - Avoriaz,Morzine,France,"46.179192,6.708877",Avoriaz,France,"46.189683,6.776343",14
E-1977-16,E-1977-20,1977,16,20,Morzine - Chamonix,Morzine,France,"46.179192,6.708877",Chamonix,France,"45.923697,6.869433",121
E-1977-17,E-1977-21,1977,17,21,Chamonix - L’Alpe d’Huez,Chamonix,France,"45.923697,6.869433",L’Alpe d’Huez,France,"45.092624,6.068348",184.5
E-1977-18,E-1977-22,1977,18,22,Voiron - Saint-Étienne,Voiron,France,"45.362713,5.591349",Saint-Étienne,France,"45.439695,4.387178",199.5
E-1977-19,E-1977-23,1977,19,23,Saint-Trivier-sur-Moignans - Dijon,Saint-Trivier-sur-Moignans,France,"46.071955,4.897866",Dijon,France,"47.322047,5.04148",171.5
E-1977-20,E-1977-24,1977,20,24,Dijon - Dijon,Dijon,France,"47.322047,5.04148",Dijon,France,"47.322047,5.04148",50
E-1977-21,E-1977-25,1977,21,25,Montereau - Versailles,Montereau,France,"48.384734,2.956193",Versailles,France,"48.801408,2.130122",141.5
E-1977-22a,E-1977-26,1977,22a,26,Paris (Champs-Élysées),Paris,France,"48.856614,2.352222",Paris,France,"48.856614,2.352222",6
E-1977-22b,E-1977-27,1977,22b,27,Paris (Circuit des Champs-Élysées),Paris,France,"48.856614,2.352222",Paris,France,"48.856614,2.352222",91
E-1976-Prologue,E-1976-0,1976,Prologue,0,Saint-Jean-de-Monts,Saint-Jean-de-Monts,France,"46.790144,-2.081802",Saint-Jean-de-Monts,France,"46.790144,-2.081802",8
E-1976-1,E-1976-1,1976,1,1,Saint-Jean-de-Monts - Angers,Saint-Jean-de-Monts,France,"46.790144,-2.081802",Angers,France,"47.478419,-0.563166",173
E-1976-2,E-1976-2,1976,2,2,Angers - Caen,Angers,France,"47.478419,-0.563166",Caen,France,"49.182863,-0.370679",236.5
E-1976-3,E-1976-3,1976,3,3,Le Touquet-Paris-Plage - Le Touquet-Paris-Plage,Le Touquet-Paris-Plage,France,"50.521276,1.590675",Le Touquet-Paris-Plage,France,"50.521276,1.590675",37
E-1976-4,E-1976-4,1976,4,4,Le Touquet - Bornem (Bel.),Le Touquet-Paris-Plage,France,"50.521276,1.590675",Bornem,Belgique,"51.099606,4.240459",258
E-1976-5a,E-1976-5,1976,5a,5,Louvain (Bel.) - Louvain,Louvain,Belgique,"50.877571,4.704328",Louvain,Belgique,"50.877571,4.704328",4.3
E-1976-5b,E-1976-6,1976,5b,6,Louvain - Verviers (Bel.),Louvain,Belgique,"50.877571,4.704328",Verviers,Belgique,"50.591056,5.865595",144
E-1976-6,E-1976-7,1976,6,7,Bastogne (Bel.) - Nancy,Bastogne,Belgique,"50.000506,5.71528",Nancy,France,"48.692054,6.184417",209
E-1976-7,E-1976-8,1976,7,8,Nancy - Mulhouse,Nancy,France,"48.692054,6.184417",Mulhouse,France,"47.750839,7.335888",205.5
E-1976-8,E-1976-9,1976,8,9,Valentigney - Divonne-les-Bains,Valentigney,France,"47.46142,6.837516",Divonne-les-Bains,France,"46.358168,6.13604",220.5
E-1976-9,E-1976-10,1976,9,10,Divonne-les-Bains - L’Alpe d’Huez,Divonne-les-Bains,France,"46.358168,6.13604",L’Alpe d’Huez,France,"45.092624,6.068348",258
E-1976-10,E-1976-11,1976,10,11,Le Bourg-d'Oisans - Montgenèvre,Le Bourg-d'Oisans,France,"45.051951,6.030064",Montgenèvre,France,"44.930787,6.722136",166
E-1976-11,E-1976-12,1976,11,12,Montgenèvre - Manosque,Montgenèvre,France,"44.930787,6.722136",Manosque,France,"43.835744,5.790916",224
E-1976-12,E-1976-13,1976,12,13,Port-Barcarès - Pyrénées 2000,Port-Barcarès,France,"42.78773,3.036565",Pyrénées 2000,France,"42.520843,2.061496",205.5
E-1976-13,E-1976-14,1976,13,14,Font-Romeu - Saint-Gaudens,Font-Romeu,France,"42.4983,2.0347",Saint-Gaudens,France,"43.106895,0.723763",188
E-1976-14,E-1976-15,1976,14,15,Saint-Gaudens - Saint-Lary-Soulan,Saint-Gaudens,France,"43.106895,0.723763","Pla d'Adet, Saint-Lary-Soulan",France,"42.812512,0.295192",139
E-1976-15,E-1976-16,1976,15,16,Saint-Lary-Soulan - Pau,Saint-Lary-Soulan,France,"42.815835,0.320251",Pau,France,"43.2951,-0.370797",195
E-1976-16,E-1976-17,1976,16,17,Pau - Fleurance,Pau,France,"43.2951,-0.370797",Fleurance,France,"43.849456,0.663244",152
E-1976-17,E-1976-18,1976,17,18,Fleurance - Auch,Fleurance,France,"43.849456,0.663244",Auch,France,"43.64638,0.586709",39
E-1976-18a,E-1976-19,1976,18a,19,Auch - Langon,Auch,France,"43.64638,0.586709",Langon,France,"44.555419,-0.245126",86
E-1976-18b,E-1976-20,1976,18b,20,Langon - Lacanau-Océan,Langon,France,"44.555419,-0.245126",Lacanau,France,"44.978459,-1.075745",123
E-1976-18c,E-1976-21,1976,18c,21,Lacanau-Océan - Bordeaux,Lacanau,France,"44.978459,-1.075745",Bordeaux,France,"44.837789,-0.57918",70.5
E-1976-19,E-1976-22,1976,19,22,Sainte-Foy-la-Grande - Tulle,Sainte-Foy-la-Grande,France,"44.841805,0.215006",Tulle,France,"45.26565,1.771697",219.5
E-1976-20,E-1976-23,1976,20,23,Tulle - Puy de Dôme,Tulle,France,"45.26565,1.771697",Puy de Dôme,France,"45.77207,2.96974",220
E-1976-21,E-1976-24,1976,21,24,Montargis - Versailles,Montargis,France,"47.99729,2.736291",Versailles,France,"48.801408,2.130122",145.5
E-1976-22a,E-1976-25,1976,22a,25,Paris,Paris,France,"48.856614,2.352222",Paris,France,"48.856614,2.352222",6
E-1976-22b,E-1976-26,1976,22b,26,Paris (Circuit Champs-Élysées),Paris,France,"48.856614,2.352222",Paris,France,"48.856614,2.352222",91
E-1975-Prologue,E-1975-0,1975,Prologue,0,Charleroi,Charleroi,Belgique,"50.41081,4.444643",Charleroi,Belgique,"50.41081,4.444643",6.25
E-1975-1a,E-1975-1,1975,1a,1,Charleroi - Molenbeek,Charleroi,Belgique,"50.41081,4.444643",Molenbeek,Belgique,"50.856976,4.319369",94
E-1975-1b,E-1975-2,1975,1b,2,Molenbeek - Roubaix,Molenbeek,Belgique,"50.856976,4.319369",Roubaix,France,"50.692705,3.177847",108.5
E-1975-2,E-1975-3,1975,2,3,Roubaix - Amiens,Roubaix,France,"50.692705,3.177847",Amiens,France,"49.894067,2.295753",121.5
E-1975-3,E-1975-4,1975,3,4,Amiens - Versailles,Amiens,France,"49.894067,2.295753",Versailles,France,"48.801408,2.130122",169.5
E-1975-4,E-1975-5,1975,4,5,Versailles - Le Mans,Versailles,France,"48.801408,2.130122",Le Mans,France,"48.00611,0.199556",223
E-1975-5,E-1975-6,1975,5,6,Sablé-sur-Sarthe - Merlin-Plage,Sablé-sur-Sarthe,France,"47.840112,-0.331634","Merlin-Plage, Saint-Hilaire-de-Riez",France,"46.720204,-1.945917",222.5
E-1975-6,E-1975-7,1975,6,7,Circuit Merlin-Plage,Saint-Hilaire-de-Riez,France,"46.720204,-1.945917",Saint-Hilaire-de-Riez,France,"46.720204,-1.945917",16
E-1975-7,E-1975-8,1975,7,8,Saint-Gilles-Croix-de-Vie - Angoulême,Saint-Gilles-Croix-de-Vie,France,"46.697777,-1.944529",Angoulême,France,"45.648377,0.156237",235.5
E-1975-8,E-1975-9,1975,8,9,Angoulême - Bordeaux,Angoulême,France,"45.648377,0.156237",Bordeaux,France,"44.837789,-0.57918",134
E-1975-9a,E-1975-10,1975,9a,10,Langon - Fleurance,Langon,France,"44.555419,-0.245126",Fleurance,France,"43.849456,0.663244",131
E-1975-9b,E-1975-11,1975,9b,11,Fleurance - Auch,Fleurance,France,"43.849456,0.663244",Auch,France,"43.64638,0.586709",37.4
E-1975-10,E-1975-12,1975,10,12,Auch - Pau,Auch,France,"43.64638,0.586709",Pau,France,"43.2951,-0.370797",206
E-1975-11,E-1975-13,1975,11,13,Pau - Saint-Lary-Soulan,Pau,France,"43.2951,-0.370797","Pla d'Adet, Saint-Lary-Soulan",France,"42.812512,0.295192",160
E-1975-12,E-1975-14,1975,12,14,Tarbes - Albi,Tarbes,France,"43.232951,0.078082",Albi,France,"43.926896,2.146343",242
E-1975-13,E-1975-15,1975,13,15,Albi - Super Lioran,Albi,France,"43.926896,2.146343",Super Lioran,France,"45.083212,2.75349",260
E-1975-14,E-1975-16,1975,14,16,Aurillac - Puy de Dôme,Aurillac,France,"44.930953,2.444997",Puy de Dôme,France,"45.77207,2.96974",173.5
E-1975-15,E-1975-17,1975,15,17,Nice - Pra Loup,Nice,France,"43.696036,7.265592",Pra Loup,France,"44.369445,6.602232",217.5
E-1975-16,E-1975-18,1975,16,18,Barcelonnette - Serre Chevalier,Barcelonnette,France,"44.3863,6.650463",Serre Chevalier,France,"44.910829,6.549748",107
E-1975-17,E-1975-19,1975,17,19,Valloire - Morzine-Avoriaz,Valloire,France,"45.165292,6.428733",Morzine-Avoriaz,France,"46.189683,6.776343",225
E-1975-18,E-1975-20,1975,18,20,Morzine - Châtel,Morzine,France,"46.179192,6.708877",Châtel,France,"46.267395,6.841152",40
E-1975-19,E-1975-21,1975,19,21,Thonon-les-Bains - Chalon sur Saône,Thonon-les-Bains,France,"46.373565,6.477635",Chalon-sur-Saône,France,"46.780764,4.853947",229
E-1975-20,E-1975-22,1975,20,22,Pouilly-en-Auxois - Melun,Pouilly-en-Auxois,France,"47.262495,4.556286",Melun,France,"48.542105,2.6554",256
E-1975-21,E-1975-23,1975,21,23,Melun - Senlis,Melun,France,"48.542105,2.6554",Senlis,France,"49.205164,2.583212",220.5
E-1975-22,E-1975-24,1975,22,24,Paris (Circuit Champs-Élysées),Paris,France,"48.856614,2.352222",Paris,France,"48.856614,2.352222",163.35
E-1974-Prologue,E-1974-0,1974,Prologue,0,Brest,Brest,France,"48.390394,-4.486076",Brest,France,"48.390394,-4.486076",7.1
E-1974-1,E-1974-1,1974,1,1,Brest - Saint-Pol-de-Léon,Brest,France,"48.390394,-4.486076",Saint-Pol-de-Léon,France,"48.685113,-3.986533",144
E-1974-2,E-1974-2,1974,2,2,Plymouth (G.-B.) - Plymouth,Plymouth,Grande-Bretagne,"50.375456,-4.142656",Plymouth,Grande-Bretagne,"50.375456,-4.142656",163.7
E-1974-3,E-1974-3,1974,3,3,Morlaix - Saint-Malo,Morlaix,France,"48.577613,-3.828228",Saint-Malo,France,"48.649337,-2.025674",190
E-1974-4,E-1974-4,1974,4,4,Saint-Malo - Caen,Saint-Malo,France,"48.649337,-2.025674",Caen,France,"49.182863,-0.370679",184.5
E-1974-5,E-1974-5,1974,5,5,Caen - Dieppe,Caen,France,"49.182863,-0.370679",Dieppe,France,"49.922992,1.077483",165
E-1974-6a,E-1974-6,1974,6a,6,Dieppe - Harelbeke (Bel.),Dieppe,France,"49.922992,1.077483",Harelbeke,Belgique,"50.854932,3.315636",239
E-1974-6b,E-1974-7,1974,6b,7,Harelbeke - Harelbeke,Harelbeke,Belgique,"50.854932,3.315636",Harelbeke,Belgique,"50.854932,3.315636",9
E-1974-7,E-1974-8,1974,7,8,Mons (Bel.) - Châlons-sur-Marne,Mons,Belgique,"50.454241,3.956659",Châlons-en-Champagne,France,"48.956682,4.363073",221.5
E-1974-8a,E-1974-9,1974,8a,9,Châlons-sur-Marne - Chaumont,Châlons-en-Champagne,France,"48.956682,4.363073",Chaumont,France,"48.113748,5.139256",136
E-1974-8b,E-1974-10,1974,8b,10,Chaumont - Besançon,Chaumont,France,"48.113748,5.139256",Besançon,France,"47.237829,6.024054",152
E-1974-9,E-1974-11,1974,9,11,Besançon - Gaillard,Besançon,France,"47.237829,6.024054",Gaillard,France,"46.184685,6.208959",241
E-1974-10,E-1974-12,1974,10,12,Gaillard - Aix-les-Bains,Gaillard,France,"46.184685,6.208959",Aix-les-Bains,France,"45.692341,5.908998",131.5
E-1974-11,E-1974-13,1974,11,13,Aix-les-Bains - Serre Chevalier,Aix-les-Bains,France,"45.692341,5.908998",Serre Chevalier,France,"44.910829,6.549748",199
E-1974-12,E-1974-14,1974,12,14,Savines-le-Lac - Orange,Savines-le-Lac,France,"44.525913,6.404982",Orange,France,"44.138099,4.807511",231
E-1974-13,E-1974-15,1974,13,15,Avignon - Montpellier,Avignon,France,"43.949317,4.805528",Montpellier,France,"43.610769,3.876716",126
E-1974-14,E-1974-16,1974,14,16,Lodève - Colomiers,Lodève,France,"43.73366,3.313975",Colomiers,France,"43.612189,1.336579",248.5
E-1974-15,E-1974-17,1974,15,17,Colomiers - La Seu d'Urgell (Esp.),Colomiers,France,"43.612189,1.336579",La Seu d'Urgell,Espagne,"42.359105,1.459173",225
E-1974-16,E-1974-18,1974,16,18,La Seu d'Urgell - Pla d'Adet,La Seu d'Urgell,Espagne,"42.359105,1.459173","Pla d'Adet, Saint-Lary-Soulan",France,"42.812512,0.295192",209
E-1974-17,E-1974-19,1974,17,19,Saint-Lary-Soulan - Col du Tourmalet,Saint-Lary-Soulan,France,"42.815835,0.320251",Col du Tourmalet,France,"42.908192,0.145",119
E-1974-18,E-1974-20,1974,18,20,Bagnères-de-Bigorre - Pau,Bagnères-de-Bigorre,France,"43.065093,0.149105",Pau,France,"43.2951,-0.370797",141.5
E-1974-19a,E-1974-21,1974,19a,21,Pau - Bordeaux,Pau,France,"43.2951,-0.370797",Bordeaux,France,"44.837789,-0.57918",195.5
E-1974-19b,E-1974-22,1974,19b,22,Bordeaux - Bordeaux,Bordeaux,France,"44.837789,-0.57918",Bordeaux,France,"44.837789,-0.57918",12.4
E-1974-20,E-1974-23,1974,20,23,Saint-Gilles-Croix-de-Vie - Nantes,Saint-Gilles-Croix-de-Vie,France,"46.697777,-1.944529",Nantes,France,"47.218371,-1.553621",117
E-1974-21a,E-1974-24,1974,21a,24,Vouvray - Orléans,Vouvray,France,"47.412068,0.799248",Orléans,France,"47.902964,1.909251",112.5
E-1974-21b,E-1974-25,1974,21b,25,Orléans - Orléans,Orléans,France,"47.902964,1.909251",Orléans,France,"47.902964,1.909251",37.5
E-1974-22,E-1974-26,1974,22,26,Orléans - Paris,Orléans,France,"47.902964,1.909251",Paris,France,"48.856614,2.352222",146
E-1972-Prologue,E-1972-0,1972,Prologue,0,Angers,Angers,France,"47.478419,-0.563166",Angers,France,"47.478419,-0.563166",7.2
E-1972-1,E-1972-1,1972,1,1,Angers - Saint-Brieuc,Angers,France,"47.478419,-0.563166",Saint-Brieuc,France,"48.51418,-2.765835",233.5
E-1972-2,E-1972-2,1972,2,2,Saint-Brieuc - La Baule,Saint-Brieuc,France,"48.51418,-2.765835",La Baule,France,"47.285448,-2.393236",206.5
E-1972-3a,E-1972-3,1972,3a,3,Pornichet - Saint-Jean-de-Monts,Pornichet,France,"47.263426,-2.340571",Saint-Jean-de-Monts,France,"46.790144,-2.081802",161
E-1972-3b,E-1972-4,1972,3b,4,Circuit de Merlin Plage,Saint-Hilaire-de-Riez,France,"46.720204,-1.945917",Saint-Hilaire-de-Riez,France,"46.720204,-1.945917",16.2
E-1972-4,E-1972-5,1972,4,5,Merlin Plage - Royan,Saint-Hilaire-de-Riez,France,"46.720204,-1.945917",Royan,France,"45.623027,-1.043182",236
E-1972-5a,E-1972-6,1972,5a,6,Royan - Bordeaux,Royan,France,"45.623027,-1.043182",Bordeaux,France,"44.837789,-0.57918",133.5
E-1972-5b,E-1972-7,1972,5b,7,Bordeaux-Lac|Circuit du Lac,Bordeaux,France,"44.837789,-0.57918",Bordeaux,France,"44.837789,-0.57918",12.7
E-1972-6,E-1972-8,1972,6,8,Bordeaux - Bayonne,Bordeaux,France,"44.837789,-0.57918",Bayonne,France,"43.492949,-1.474841",205
E-1972-7,E-1972-9,1972,7,9,Bayonne - Pau,Bayonne,France,"43.492949,-1.474841",Pau,France,"43.2951,-0.370797",220.5
E-1972-8,E-1972-10,1972,8,10,Pau - Luchon,Pau,France,"43.2951,-0.370797",Luchon,France,"42.788963,0.592943",163.5
E-1972-9,E-1972-11,1972,9,11,Luchon - Colomiers,Luchon,France,"42.788963,0.592943
",Colomiers,France,"43.612189,1.336579",179
E-1972-10,E-1972-12,1972,10,12,Castres - La Grande Motte,Castres,France,"43.606214,2.241295",La Grande-Motte,France,"43.560704,4.086072",210
E-1972-11,E-1972-13,1972,11,13,Carnon Plage - Mont Ventoux,Carnon Plage,France,"43.615441,4.010165",Mont Ventoux,France,"44.173925,5.283795",207
E-1972-12,E-1972-14,1972,12,14,Carpentras - Orcières-Merlette,Carpentras,France,"44.055564,5.048722",Orcières-Merlette,France,"44.695221,6.320161",192
E-1972-13,E-1972-15,1972,13,15,Orcières-Merlette - Briançon,Orcières-Merlette,France,"44.695221,6.320161",Briançon,France,"44.899416,6.643179",201
E-1972-14a,E-1972-16,1972,14a,16,Briançon - Valloire/Col du Galibier,Briançon,France,"44.899416,6.643179",Col du Galibier,France,"45.06411,6.40782",51
E-1972-14b,E-1972-17,1972,14b,17,Valloire/Col du Galibier - Aix-les-Bains,Col du Galibier,France,"45.06411,6.40782",Aix-les-Bains,France,"45.692341,5.908998",151
E-1972-15,E-1972-18,1972,15,18,Aix-les-Bains - Le Revard,Aix-les-Bains,France,"45.692341,5.908998",Le Revard,France,"45.666493,5.97784",28
E-1972-16,E-1972-19,1972,16,19,Aix-les-Bains - Pontarlier,Aix-les-Bains,France,"45.692341,5.908998",Pontarlier,France,"46.904104,6.354242",198.5
E-1972-17,E-1972-20,1972,17,20,Pontarlier - Ballon d'Alsace,Pontarlier,France,"46.904104,6.354242",Ballon d'Alsace,France,"47.822893,6.84645",213
E-1972-18,E-1972-21,1972,18,21,Vesoul - Auxerre,Vesoul,France,"47.619788,6.15428",Auxerre,France,"47.798202,3.573781",257.5
E-1972-19,E-1972-22,1972,19,22,Auxerre - Versailles,Auxerre,France,"47.798202,3.573781",Versailles,France,"48.801408,2.130122",230
E-1972-20a,E-1972-23,1972,20a,23,Versailles - Versailles,Versailles,France,"48.801408,2.130122",Versailles,France,"48.801408,2.130122",42
E-1972-20b,E-1972-24,1972,20b,24,Versailles - Paris,Versailles,France,"48.801408,2.130122",Paris,France,"48.856614,2.352222",89
E-1970-Prologue,E-1970-0,1970,Prologue,0,Limoges,Limoges,France,"45.833619,1.261105",Limoges,France,"45.833619,1.261105",7.4
E-1970-1,E-1970-1,1970,1,1,Limoges - La Rochelle,Limoges,France,"45.833619,1.261105",La Rochelle,France,"46.160329,-1.151139",224.5
E-1970-2,E-1970-2,1970,2,2,La Rochelle - Angers,La Rochelle,France,"46.160329,-1.151139",Angers,France,"47.478419,-0.563166",200
E-1970-3a,E-1970-3,1970,3a,3,Angers - Angers,Angers,France,"47.478419,-0.563166",Angers,France,"47.478419,-0.563166",10.7
E-1970-3b,E-1970-4,1970,3b,4,Angers - Rennes,Angers,France,"47.478419,-0.563166",Rennes,France,"48.113475,-1.675708",140
E-1970-4,E-1970-5,1970,4,5,Rennes - Lisieux,Rennes,France,"48.113475,-1.675708",Lisieux,France,"49.145922,0.227849",229
E-1970-5a,E-1970-6,1970,5a,6,Lisieux - Rouen,Lisieux,France,"49.145922,0.227849",Rouen,France,"49.443232,1.099971",94.5
E-1970-5b,E-1970-7,1970,5b,7,Rouen - Amiens,Rouen,France,"49.443232,1.099971",Amiens,France,"49.894067,2.295753",113
E-1970-6,E-1970-8,1970,6,8,Amiens - Valenciennes,Amiens,France,"49.894067,2.295753",Valenciennes,France,"50.357113,3.518332",135.5
E-1970-7a,E-1970-9,1970,7a,9,Valenciennes - Forest (Bel.),Valenciennes,France,"50.357113,3.518332",Forest,Belgique,"50.8,4.316667",119
E-1970-7b,E-1970-10,1970,7b,10,Forest - Forest,Forest,Belgique,"50.8,4.316667",Forest,Belgique,"50.8,4.316667",7.2
E-1970-8,E-1970-11,1970,8,11,Ciney (Bel.) - Felsberg (RFA),Ciney,Belgique,"50.295655,5.100826",Felsberg,Allemagne,"
49.29184,6.69721",232.5
E-1970-9,E-1970-12,1970,9,12,Saarlouis (RFA) - Mulhouse,Saarlouis,Allemagne,"49.313461,6.752286",Mulhouse,France,"47.750839,7.335888",269.5
E-1970-10,E-1970-13,1970,10,13,Belfort - Divonne-les-Bains,Belfort,France,"47.639674,6.863849",Divonne-les-Bains,France,"46.358168,6.13604",241
E-1970-11a,E-1970-14,1970,11a,14,Divonne-les-Bains - Divonne-les-Bains,Divonne-les-Bains,France,"46.358168,6.13604",Divonne-les-Bains,France,"46.358168,6.13604",8.8
E-1970-11b,E-1970-15,1970,11b,15,Divonne-les-Bains - Thonon-les-Bains,Divonne-les-Bains,France,"46.358168,6.13604",Thonon-les-Bains,France,"46.373565,6.477635",139.5
E-1970-12,E-1970-16,1970,12,16,Thonon-les-Bains - Grenoble,Thonon-les-Bains,France,"46.373565,6.477635",Grenoble,France,"45.188529,5.724524",194
E-1970-13,E-1970-17,1970,13,17,Grenoble - Gap,Grenoble,France,"45.188529,5.724524",Gap,France,"44.559638,6.079758",195.5
E-1970-14,E-1970-18,1970,14,18,Gap - Mont Ventoux,Gap,France,"44.559638,6.079758",Mont Ventoux,France,"44.173925,5.283795",170
E-1970-15,E-1970-19,1970,15,19,Carpentras - Montpellier,Carpentras,France,"44.055564,5.048722",Montpellier,France,"43.610769,3.876716",144.5
E-1970-16,E-1970-20,1970,16,20,Montpellier - Toulouse,Montpellier,France,"43.610769,3.876716",Toulouse,France,"43.604652,1.444209",259.5
E-1970-17,E-1970-21,1970,17,21,Toulouse - Saint-Gaudens,Toulouse,France,"43.604652,1.444209",Saint-Gaudens,France,"43.106895,0.723763",190
E-1970-18,E-1970-22,1970,18,22,Saint-Gaudens - La Mongie,Saint-Gaudens,France,"43.106895,0.723763",La Mongie,France,"42.91,0.179167",135.5
E-1970-19,E-1970-23,1970,19,23,Bagnères-de-Bigorre - Mourenx,Bagnères-de-Bigorre,France,"43.065093,0.149105",Mourenx,France,"43.368262,-0.620552",185.5
E-1970-20a,E-1970-24,1970,20a,24,Mourenx - Bordeaux,Mourenx,France,"43.368262,-0.620552",Bordeaux,France,"44.837789,-0.57918",231
E-1970-20b,E-1970-25,1970,20b,25,Bordeaux - Bordeaux,Bordeaux,France,"44.837789,-0.57918",Bordeaux,France,"44.837789,-0.57918",8.2
E-1970-21,E-1970-26,1970,21,26,Ruffec - Tours,Ruffec,France,"46.028559,0.199339",Tours,France,"47.394144,0.68484",191.5
E-1970-22,E-1970-27,1970,22,27,Tours - Versailles,Tours,France,"47.394144,0.68484",Versailles,France,"48.801408,2.130122",238.5
E-1970-23,E-1970-28,1970,23,28,Versailles - Paris,Versailles,France,"48.801408,2.130122",Paris,France,"48.856614,2.352222",54
E-1969-Prologue,E-1969-0,1969,Prologue,0,Roubaix,Roubaix,France,"50.692705,3.177847",Roubaix,France,"50.692705,3.177847",10.4
E-1969-1a,E-1969-1,1969,1a,1,Roubaix - Woluwe-Saint-Pierre (Bel.),Roubaix,France,"50.692705,3.177847",Woluwe-Saint-Pierre,Belgique,"50.82672,4.41759",147
E-1969-1b,E-1969-2,1969,1b,2,Woluwe-Saint-Pierre - Woluwe-Saint-Pierre,Woluwe-Saint-Pierre,Belgique,"50.82672,4.41759",Woluwe-Saint-Pierre,Belgique,"50.82672,4.41759",16
E-1969-2,E-1969-3,1969,2,3,Woluwe-Saint-Pierre - Maastricht (P.-B.),Woluwe-Saint-Pierre,Belgique,"50.82672,4.41759",Maastricht,Pays-Bas,"50.85121,5.68304",181.5
E-1969-3,E-1969-4,1969,3,4,Maastricht - Charleville-Mézières,Maastricht,Pays-Bas,"50.85121,5.68304",Charleville-Mézières,France,"49.762085,4.726096",213.5
E-1969-4,E-1969-5,1969,4,5,Charleville-Mézières - Nancy,Charleville-Mézières,France,"49.762085,4.726096",Nancy,France,"48.692054,6.184417",214
E-1969-5,E-1969-6,1969,5,6,Nancy - Mulhouse,Nancy,France,"48.692054,6.184417",Mulhouse,France,"47.750839,7.335888",193.5
E-1969-6,E-1969-7,1969,6,7,Mulhouse - Ballon d'Alsace,Mulhouse,France,"47.750839,7.335888",Ballon d'Alsace,France,"47.82289,6.84645",133.5
E-1969-7,E-1969-8,1969,7,8,Belfort - Divonne-les-Bains,Belfort,France,"47.63967,6.86385",Divonne-les-Bains,France,"46.35817,6.13604",241
E-1969-8a,E-1969-9,1969,8a,9,Divonne-les-Bains - Divonne-les-Bains,Divonne-les-Bains,France,"46.35817,6.13604",Divonne-les-Bains,France,"46.35817,6.13604",9CLM
E-1969-8b,E-1969-10,1969,8b,10,Divonne-les-Bains - Thonon-les-Bains,Divonne-les-Bains,France,"46.35817,6.13604",Thonon-les-Bains,France,"46.37357,6.47764",136.5
E-1969-9,E-1969-11,1969,9,11,Thonon-les-Bains - Chamonix,Thonon-les-Bains,France,"46.37357,6.47764",Chamonix,France,"45.92370,6.86943",111
E-1969-10,E-1969-12,1969,10,12,Chamonix - Briançon,Chamonix,France,"45.92370,6.86943",Briançon,France,"44.89942,6.64318",220.5
E-1969-11,E-1969-13,1969,11,13,Briançon - Digne-les-Bains,Briançon,France,"44.89942,6.64318",Digne-les-Bains,France,"44.09219,6.23598",198
E-1969-12,E-1969-14,1969,12,14,Digne-les-Bains - Aubagne,Digne-les-Bains,France,"44.09219,6.23598",Aubagne,France,"43.29218,5.56934",161.5
E-1969-13,E-1969-15,1969,13,15,Aubagne - La Grande Motte,Aubagne,France,"43.29218,5.56934",La Grande-Motte,France,"43.56070,4.08607",195.5
E-1969-14,E-1969-16,1969,14,16,La Grande Motte - Revel,La Grande Motte,France,"43.56070,4.08607",Revel,France,"43.458611,2.004573",234.5
E-1969-15,E-1969-17,1969,15,17,Revel - Revel,Revel,France,"43.458611,2.004573",Revel,France,"43.458611,2.004573",18.5
E-1969-16,E-1969-18,1969,16,18,Castelnaudary - Luchon,Castelnaudary,France,"43.31712,1.95333",Luchon,France,"42.788963,0.592943",199
E-1969-17,E-1969-19,1969,17,19,Luchon - Mourenx,Luchon,France,"42.788963,0.592943",Mourenx,France,"43.368262,-0.620552",214.5
E-1969-18,E-1969-20,1969,18,20,Mourenx - Bordeaux,Mourenx,France,"43.368262,-0.620552",Bordeaux,France,"44.837789,-0.57918",201
E-1969-19,E-1969-21,1969,19,21,Bordeaux - Brive-la-Gaillarde,Bordeaux,France,"44.837789,-0.57918",Brive-la-Gaillarde,France,"45.159555,1.533937",192.5
E-1969-20,E-1969-22,1969,20,22,Brive-la-Gaillarde - Puy de Dôme,Brive-la-Gaillarde,France,"45.159555,1.533937",Puy de Dôme,France,"45.77207,2.96974",198
E-1969-21,E-1969-23,1969,21,23,Clermont-Ferrand - Montargis,Clermont-Ferrand,France,"45.77722,3.08703",Montargis,France,"47.99729,2.736291",329.5
E-1969-22a,E-1969-24,1969,22a,24,Montargis - Créteil,Montargis,France,"47.99729,2.736291",Créteil,France,"48.790367,2.455572",111.5
E-1969-22b,E-1969-25,1969,22b,25,Créteil - Paris,Créteil,France,"48.790367,2.455572",Paris,France,"48.856614,2.352222",37
E-1967-Prologue,E-1967-0,1967,Prologue,0,Angers - Angers,Angers,France,"47.478419,-0.563166",Angers,France,"47.478419,-0.563166",5.775
E-1967-1,E-1967-1,1967,1,1,Angers - Saint-Malo,Angers,France,"47.478419,-0.563166",Saint-Malo,France,"48.649337,-2.025674",185.5
