ID,Année,Num étape,Nom étape,Ville départ,Pays départ,Coordonnées Départs,Longitude départs,Latitude départs,Ville arrivée,Pays Arrivée,Coordonnées arrivées,Longitude arrivées,Latitude arrivées,km,"Type (plaine, montagne, accidentée, CLM équipes, CLM individuel)",Vainqueur d'étape,Nationalité vainqueur,Leader du classement général,Nationalité leader
E-1912-4,1912,4,Belfort - Chamonix,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,388,,Drapeau : BelgiqueOdile Defraye,,,
E-1912-5,1912,5,Chamonix - Grenoble,Chamonix,France,"6.869433,45.923697",6.869433,45.923697,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,331,,Drapeau : FranceEugène Christophe,,Drapeau : FranceCharles Crupelandt,
E-1912-6,1912,6,Grenoble - Nice,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,344,,Drapeau : FranceEugène Christophe,,Drapeau : ItalieVincenzo Borgarello,
E-1912-7,1912,7,Nice - Marseille,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,345,,Drapeau : FranceEugène Christophe,,Drapeau : BelgiqueOdile Defraye,
E-1912-8,1912,8,Marseille - Perpignan,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,323,,Drapeau : FranceOctave Lapize,,Drapeau : BelgiqueOdile Defraye,
E-1912-9,1912,9,Perpignan - Luchon,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Paris,France,"2.352222,48.856614",2.352222,48.856614,334,,Drapeau : BelgiqueOdile Defraye,,Drapeau : BelgiqueOdile Defraye || Drapeau : FranceEugène Christophe,
E-1913-1,1913,1,Paris - Le Havre,Paris,France,"2.352222,48.856614",2.352222,48.856614,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,388,,Drapeau : ItalieGiovanni Micheletto,,Drapeau : ItalieGiovanni Micheletto,
E-1913-10,1913,10,Nice - Grenoble,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,325,,Drapeau : FranceGustave Garrigou,,Drapeau : BelgiqueMarcel Buysse,
E-1913-11,1913,11,Grenoble - Genève,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,356,,Drapeau : BelgiqueFirmin Lambot,,Drapeau : BelgiquePhilippe Thys,
E-1913-12,1913,12,Genève - Belfort,Genève,France,"6.142296,46.198392",6.142296,46.198392,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,333,,Drapeau : LuxembourgFrançois Faber,,Drapeau : BelgiquePhilippe Thys,
E-1913-13,1913,13,Belfort - Longwy,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,325,,Drapeau : BelgiqueMarcel Buysse,,Drapeau : BelgiquePhilippe Thys,
E-1913-14,1913,14,Longwy - Dunkerque,Longwy,France,"5.761773,49.519919",5.761773,49.519919,Luchon,France,"0.592943,42.788963",0.592943,42.788963,335,,Drapeau : BelgiqueMarcel Buysse,,Drapeau : BelgiquePhilippe Thys,
E-1913-15,1913,15,Dunkerque - Paris,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,325,,Drapeau : LuxembourgFrançois Faber,,Drapeau : BelgiquePhilippe Thys,
E-1913-2,1913,2,Le Havre - Cherbourg,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Aix-en-Provence,France,"5.447427,43.529742",5.447427,43.529742,393,,Drapeau : BelgiqueMarcel Buysse,,Drapeau : BelgiquePhilippe Thys,
E-1913-3,1913,3,Cherbourg - Brest,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Nice,France,"7.265592,43.696036",7.265592,43.696036,340,,Drapeau : BelgiqueMarcel Buysse,,Drapeau : BelgiquePhilippe Thys,
E-1913-4,1913,4,Brest - La Rochelle,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,364,,Drapeau : BelgiqueJules Masselis,,Drapeau : BelgiqueJules Masselis || Drapeau : BelgiqueAlfons Lauwers || Drapeau : BelgiqueMarcel Buysse || Drapeau : BelgiqueOdile Defraye,
E-1913-5,1913,5,La Rochelle - Bayonne,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Genève,France,"6.142296,46.198392",6.142296,46.198392,405,,Drapeau : FranceHenri Pélissier,,Drapeau : BelgiqueOdile Defraye,
E-1913-6,1913,6,Bayonne - Luchon,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Belfort,France,"6.863849,47.639674",6.863849,47.639674,470,,Drapeau : BelgiqueMarcel Buysse,,Drapeau : BelgiqueOdile Defraye,
E-1913-7,1913,7,Luchon - Perpignan,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Longwy,France,"5.761773,49.519919",5.761773,49.519919,379,,Drapeau : BelgiqueHenri Van Lerberghe,,Drapeau : BelgiqueOdile Defraye,
E-1913-8,1913,8,Perpignan - Aix-en-Provence,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,326,,Drapeau : BelgiquePhilippe Thys,,Drapeau : BelgiquePhilippe Thys,
E-1913-9,1913,9,Aix-en-Provence - Nice,Aix-en-Provence,France,"5.447427,43.529742",5.447427,43.529742,Paris,France,"2.352222,48.856614",2.352222,48.856614,324,,Drapeau : BelgiqueMarcel Buysse,,Drapeau : BelgiqueMarcel Buysse,
E-1914-1,1914,1,Paris - Le Havre,Paris,France,"2.352222,48.856614",2.352222,48.856614,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,388,,Drapeau : BelgiquePhilippe Thys,,Drapeau : BelgiquePhilippe Thys,
E-1914-10,1914,10,Nice - Grenoble,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,370,,Drapeau : FranceOctave Lapize,,Drapeau : BelgiquePhilippe Thys,
E-1914-11,1914,11,Grenoble - Genève,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,338,,Drapeau : BelgiqueJean Rossius,,Drapeau : BelgiquePhilippe Thys,
E-1914-12,1914,12,Genève - Belfort,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,333,,Drapeau : FranceHenri Pélissier,,Drapeau : BelgiquePhilippe Thys,
E-1914-13,1914,13,Belfort - Longwy,Belfort,France,"6.863849,47.639674",6.863849,47.639674,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,325,,Drapeau : FranceGustave Garrigou,,Drapeau : BelgiquePhilippe Thys,
E-1914-14,1914,14,Longwy - Dunkerque,Longwy,France,"5.761773,49.519919",5.761773,49.519919,Luchon,France,"0.592943,42.788963",0.592943,42.788963,335,,Drapeau : FranceHenri Pélissier,,Drapeau : BelgiquePhilippe Thys,
E-1914-15,1914,15,Dunkerque - Paris,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,325,,Drapeau : LuxembourgFrançois Faber,,Drapeau : BelgiquePhilippe Thys,
E-1914-2,1914,2,Le Havre - Cherbourg,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Marseille,France,"5.36978,43.296482",5.36978,43.296482,390,,Drapeau : LuxembourgFrançois Faber,,Drapeau : BelgiquePhilippe Thys,
E-1914-3,1914,3,Cherbourg - Brest,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Nice,France,"7.265592,43.696036",7.265592,43.696036,340,,Drapeau : FranceHenri Pélissier,,Drapeau : BelgiquePhilippe Thys,
E-1914-4,1914,4,Brest - La Rochelle,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,364,,Drapeau : BelgiqueJean Rossius,,Drapeau : BelgiquePhilippe Thys || Drapeau : BelgiqueJean Rossius,
E-1914-5,1914,5,La Rochelle - Bayonne,La Rochelle,France,"-1.151139,46.160329",-1.151139,46.160329,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,405,,Drapeau : FranceÉmile Engel,,Drapeau : BelgiquePhilippe Thys || Drapeau : BelgiqueJean Rossius,
E-1914-6,1914,6,Bayonne - Luchon,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Belfort,France,"6.863849,47.639674",6.863849,47.639674,470,,Drapeau : SuisseOscar Egg,,Drapeau : BelgiquePhilippe Thys || Drapeau : BelgiqueJean Rossius,
E-1914-7,1914,7,Luchon - Perpignan,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Longwy,France,"5.761773,49.519919",5.761773,49.519919,379,,Drapeau : SuisseOscar Egg,,Drapeau : BelgiquePhilippe Thys || Drapeau : BelgiqueJean Rossius,
E-1914-8,1914,8,Perpignan - Marseille,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,326,,Drapeau : BelgiqueFirmin Lambot,,Drapeau : BelgiquePhilippe Thys,
E-1914-9,1914,9,Marseille - Nice,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Paris,France,"2.352222,48.856614",2.352222,48.856614,323,,Drapeau : FranceJean Alavoine,,Drapeau : BelgiquePhilippe Thys,
E-1919-1,1919,1,Paris - Le Havre,Paris,France,"2.352222,48.856614",2.352222,48.856614,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,388,,Drapeau : BelgiqueJean Rossius,,Drapeau : FranceHenri Pélissier,
E-1919-10,1919,10,Nice - Grenoble,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,370,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1919-11,1919,11,Grenoble - Genève,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,338,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-12,1919,12,Genève - Strasbourg,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,Les Sables-d'Olonne,France,"-1.795493,46.492958",-1.795493,46.492958,333,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-13,1919,13,Strasbourg - Metz,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,325,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-14,1919,14,Metz - Dunkerque,Metz,France,"6.176905,49.119666",6.176905,49.119666,Luchon,France,"0.592943,42.788963",0.592943,42.788963,371,,Drapeau : ItalieLuigi Lucotti,,Drapeau : FranceEugène Christophe,
E-1919-15,1919,15,Dunkerque - Paris,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,315,,Drapeau : ItalieLuigi Lucotti,,Drapeau : FranceEugène Christophe,
E-1919-2,1919,2,Le Havre - Cherbourg,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Marseille,France,"5.36978,43.296482",5.36978,43.296482,468,,Drapeau : BelgiqueFirmin Lambot,,Drapeau : BelgiqueFirmin Lambot,
E-1919-3,1919,3,Cherbourg - Brest,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Nice,France,"7.265592,43.696036",7.265592,43.696036,340,,Drapeau : FranceJean Alavoine,,Drapeau : BelgiqueFirmin Lambot,
E-1919-4,1919,4,Brest - Les Sables-d'Olonne,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,364,,Drapeau : FranceHenri Pélissier,,Drapeau : FranceHenri Pélissier,
E-1919-5,1919,5,Les Sables-d'Olonne - Bayonne,Les Sables-d'Olonne,France,"-1.795493,46.492958",-1.795493,46.492958,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,405,,Drapeau : FranceFrancis Pélissier,,Drapeau : FranceHenri Pélissier,
E-1919-6,1919,6,Bayonne - Luchon,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,412,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1919-7,1919,7,Luchon - Perpignan,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Metz,France,"6.176905,49.119666",6.176905,49.119666,482,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1919-8,1919,8,Perpignan - Marseille,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,326,,Drapeau : FranceHonoré Barthélémy,,Drapeau : FranceEugène Christophe,
E-1919-9,1919,9,Marseille - Nice,Marseille,France,"5.36978,43.296482",5.36978,43.296482,Paris,France,"2.352222,48.856614",2.352222,48.856614,323,,Drapeau : FranceJean Alavoine,,Drapeau : FranceEugène Christophe,
E-1920-1,1920,1,Paris - Le Havre,Paris,France,"2.352222,48.856614",2.352222,48.856614,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,388,,Drapeau : BelgiqueLouis Mottiat,,Drapeau : BelgiqueLouis Mottiat,
E-1920-10,1920,10,Nice - Grenoble,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,325,,Drapeau : BelgiqueLouis Heusghem,,Drapeau : BelgiquePhilippe Thys,
E-1920-11,1920,11,Grenoble - Gex,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,356,,Drapeau : BelgiquePhilippe Thys,,Drapeau : BelgiquePhilippe Thys,
E-1920-12,1920,12,Gex - Strasbourg,Gex,France,"6.058036,46.334191",6.058036,46.334191,Les Sables-d'Olonne,France,"-1.795493,46.492958",-1.795493,46.492958,333,,Drapeau : BelgiqueHector Heusghem,,Drapeau : BelgiquePhilippe Thys,
E-1920-13,1920,13,Strasbourg - Metz,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,362,,Drapeau : BelgiqueLéon Scieur,,Drapeau : BelgiquePhilippe Thys,
E-1920-14,1920,14,Metz - Dunkerque,Metz,France,"6.176905,49.119666",6.176905,49.119666,Luchon,France,"0.592943,42.788963",0.592943,42.788963,354,,Drapeau : BelgiquePhilippe Thys,,Drapeau : BelgiquePhilippe Thys,
E-1920-15,1920,15,Dunkerque - Paris,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,300,,Drapeau : BelgiquePhilippe Thys,,Drapeau : BelgiquePhilippe Thys,
E-1920-2,1920,2,Le Havre - Cherbourg,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Aix-en-Provence,France,"5.447427,43.529742",5.447427,43.529742,433,,Drapeau : FranceFélix Goethals,,Drapeau : BelgiquePhilippe Thys,
E-1920-3,1920,3,Cherbourg - Brest,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Nice,France,"7.265592,43.696036",7.265592,43.696036,340,,Drapeau : BelgiqueJean Rossius,,Drapeau : BelgiquePhilippe Thys,
E-1920-4,1920,4,Brest - Les Sables-d'Olonne,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,364,,Drapeau : BelgiquePhilippe Thys,,Drapeau : BelgiquePhilippe Thys,
E-1920-5,1920,5,Les Sables-d'Olonne - Bayonne,Les Sables-d'Olonne,France,"-1.795493,46.492958",-1.795493,46.492958,Gex,France,"6.058036,46.334191",6.058036,46.334191,405,,Drapeau : FranceHenri Pélissier,,Drapeau : BelgiquePhilippe Thys,
E-1920-6,1920,6,Bayonne - Luchon,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,412,,Drapeau : FranceHenri Pélissier,,Drapeau : BelgiquePhilippe Thys,
E-1920-7,1920,7,Luchon - Perpignan,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Metz,France,"6.176905,49.119666",6.176905,49.119666,482,,Drapeau : BelgiqueFirmin Lambot,,Drapeau : BelgiquePhilippe Thys,
E-1920-8,1920,8,Perpignan - Aix-en-Provence,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,326,,Drapeau : BelgiqueFirmin Lambot,,Drapeau : BelgiquePhilippe Thys,
E-1920-9,1920,9,Aix-en-Provence - Nice,Aix-en-Provence,France,"5.447427,43.529742",5.447427,43.529742,Paris,France,"2.352222,48.856614",2.352222,48.856614,323,,Drapeau : BelgiqueJean Rossius,,Drapeau : BelgiquePhilippe Thys,
E-1921-1,1921,1,Paris - Le Havre,Paris,France,"2.352222,48.856614",2.352222,48.856614,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,388,,Drapeau : BelgiqueLouis Mottiat,,Drapeau : BelgiqueLouis Mottiat,
E-1921-10,1921,10,Nice - Grenoble,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,411,,Drapeau : ItalieLuigi Lucotti,,Drapeau : BelgiqueLéon Scieur,
E-1921-11,1921,11,Grenoble - Genève,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,272,,Drapeau : BelgiqueFirmin Lambot,,Drapeau : BelgiqueLéon Scieur,
E-1921-12,1921,12,Genève - Strasbourg,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,Les Sables-d'Olonne,France,"-1.795493,46.492958",-1.795493,46.492958,333,,Drapeau : BelgiqueLéon Scieur,,Drapeau : BelgiqueLéon Scieur,
E-1921-13,1921,13,Strasbourg - Metz,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,325,,Drapeau : FranceFélix Goethals,,Drapeau : BelgiqueLéon Scieur,
E-1921-14,1921,14,Metz - Dunkerque,Metz,France,"6.176905,49.119666",6.176905,49.119666,Luchon,France,"0.592943,42.788963",0.592943,42.788963,371,,Drapeau : FranceHonoré Barthélémy,,Drapeau : BelgiqueLéon Scieur,
E-1921-15,1921,15,Dunkerque - Paris,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,300,,Drapeau : BelgiqueFélix Sellier,,Drapeau : BelgiqueLéon Scieur,
E-1921-2,1921,2,Le Havre - Cherbourg,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Toulon,France,"5.928,43.124228",5.928,43.124228,433,,Drapeau : FranceFélix Goethals,,Drapeau : BelgiqueLéon Scieur,
E-1921-3,1921,3,Cherbourg - Brest,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,Nice,France,"7.265592,43.696036",7.265592,43.696036,340,,Drapeau : FranceFélix Goethals,,Drapeau : BelgiqueLéon Scieur,
E-1921-4,1921,4,Brest - Les Sables-d'Olonne,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,Grenoble,France,"5.724524,45.188529",5.724524,45.188529,364,,Drapeau : FranceRomain Bellenger,,Drapeau : BelgiqueLéon Scieur,
E-1921-5,1921,5,Les Sables-d'Olonne - Bayonne,Les Sables-d'Olonne,France,"-1.795493,46.492958",-1.795493,46.492958,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,405,,Drapeau : BelgiqueLéon Scieur,,Drapeau : BelgiqueLéon Scieur,
E-1921-6,1921,6,Bayonne - Luchon,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,412,,Drapeau : BelgiqueLouis Mottiat,,Drapeau : BelgiqueLéon Scieur,
E-1921-7,1921,7,Luchon - Perpignan,Luchon,France,"0.592943,42.788963",0.592943,42.788963,Metz,France,"6.176905,49.119666",6.176905,49.119666,482,,Drapeau : BelgiqueLouis Mottiat,,Drapeau : BelgiqueLéon Scieur,
E-1921-8,1921,8,Perpignan - Toulon,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,326,,Drapeau : BelgiqueHector Heusghem,,Drapeau : BelgiqueLéon Scieur,
E-1921-9,1921,9,Toulon - Nice,Toulon,France,"5.928,43.124228",5.928,43.124228,Paris,France,"2.352222,48.856614",2.352222,48.856614,323,,Drapeau : BelgiqueLouis Mottiat,,Drapeau : BelgiqueLéon Scieur,
E-1922-1,1922,1,Paris - Le Havre,Paris,France,"2.352222,48.856614",2.352222,48.856614,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,388,,Drapeau de France Robert Jacquinot (FRA),,Drapeau de France Robert Jacquinot (FRA),
E-1922-10,1922,10,Nice - Briançon,Nice,France,"7.265592,43.696036",7.265592,43.696036,Cherbourg,France,"-1.625298,49.639093",-1.625298,49.639093,411,,Drapeau de Belgique Philippe Thys (BEL),,Drapeau de France Jean Alavoine (FRA),
E-1922-11,1922,11,Briançon - Genève,Briançon,France,"6.643179,44.899416",6.643179,44.899416,Brest,France,"-4.486076,48.390394",-4.486076,48.390394,284,,Drapeau de Belgique Philippe Thys (BEL),,Drapeau de France Jean Alavoine (FRA),
E-1922-12,1922,12,Genève - Strasbourg,Genève,Suisse,"6.142296,46.198392",6.142296,46.198392,Les Sables-d'Olonne,France,"-1.795493,46.492958",-1.795493,46.492958,274,,Drapeau de Belgique Philippe Thys (BEL),,Drapeau de France Jean Alavoine (FRA),
E-1922-13,1922,13,Strasbourg - Metz,Strasbourg,France,"7.747882,48.583148",7.747882,48.583148,Bayonne,France,"-1.474841,43.492949",-1.474841,43.492949,260,,Drapeau de Belgique Émile Masson (BEL),,Drapeau de France Jean Alavoine (FRA),
E-1922-14,1922,14,Metz - Dunkerque,Metz,France,"6.176905,49.119666",6.176905,49.119666,Luchon,France,"0.592943,42.788963",0.592943,42.788963,371,,Drapeau de Belgique Émile Masson (BEL),,Drapeau de Belgique Hector Heusghem (BEL),
E-1922-15,1922,15,Dunkerque - Paris,Dunkerque,France,"2.375202,51.03456",2.375202,51.03456,Perpignan,France,"2.895872,42.698684",2.895872,42.698684,300,,Drapeau d'Italie Federico Gay (ITA),,Drapeau de Belgique Firmin Lambot (BEL),
E-1922-2,1922,2,Le Havre - Cherbourg,Le Havre,France,"0.107929,49.49437",0.107929,49.49437,Toulon,France,"5.928,43.124228",5.928,43.124228,432,,Drapeau de Belgique Félix Sellier (BEL),,Drapeau de Belgique Firmin Lambot (BEL),
